index,Spielzeit,Datum,Stück,Autor,Regie,Musik,Bühnenbild,Kostüme,Choreographie,Ortsvermerk,Aufführungsvermerk,SpeziellerAnlass,id,Tag,Nr_Spielzeit,DuplicateDate,Nr_Stück,Neujahr
462,1955_1956,03/01/1956,Winterwende,"Anderson, Maxwell","Hirschfeld, Kurt",0,"Otto, Teo",0,0,Grosse Bühne,Schweizerische Erstaufführung,0,1955_195603/01/1956Winterwende,1956-03-01,18,True,19,False
463,1955_1956,03/17/1956,Mesalliance oder Eltern und Kinder,"Shaw, George Bernard","Wälterlin, Oskar",0,"Meyer, Hannes",0,0,Grosse Bühne,0,0,1955_195603/17/1956Mesalliance oder Eltern und Kinder,1956-03-17,18,False,20,False
464,1955_1956,03/29/1956,De Zürcher Buebechrieg,"Wehrli, Paul","Parker, Erwin",0,"Meyer, Hannes",0,0,Grosse Bühne,0,0,1955_195603/29/1956De Zürcher Buebechrieg,1956-03-29,18,False,21,False
465,1955_1956,04/07/1956,Und das Licht scheinet in der Finsternis,"Tolstoi, Leo","Lindtberg, Leopold",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1955_195604/07/1956Und das Licht scheinet in der Finsternis,1956-04-07,18,False,22,False
466,1955_1956,04/17/1956,Fröhliche Geister,"Coward, Noël","Ammann, Lukas",0,"Krumenacher, Fritz",0,0,Theater am Central,0,0,1955_195604/17/1956Fröhliche Geister,1956-04-17,18,False,23,False
467,1955_1956,04/26/1956,Wie Du mich willst,"Pirandello, Luigi","Freitag, Robert",0,"Meyer, Hannes",0,0,Grosse Bühne,Deutschsprachige Erstaufführung,0,1955_195604/26/1956Wie Du mich willst,1956-04-26,18,False,24,False
468,1955_1956,05/12/1956,Stella,"Goethe, Johann Wolfgang von","Wälterlin, Oskar",0,"Otto, Teo","Schmid, Elisabeth",0,Grosse Bühne,0,0,1955_195605/12/1956Stella,1956-05-12,18,False,25,False
469,1955_1956,06/07/1956,König Heinrich V.,"Shakespeare, William","Wälterlin, Oskar","Langnese, Rolf","Otto, Teo","Bardet, Charles","Bamert, Herta",Grosse Bühne,0,Im Rahmen der Juni-Festwochen Zürich,1955_195606/07/1956König Heinrich V.,1956-06-07,18,False,26,False
470,1956_1957,09/05/1956,Die Orestie,Aischylos,"Wälterlin, Oskar","Langnese, Rolf","Otto, Teo",0,0,Grosse Bühne,0,0,1956_195709/05/1956Die Orestie,1956-09-05,19,False,0,False
471,1956_1957,09/07/1956,Victoria,"Maugham, Somerset","Scheitlin, Wilfried",0,0,0,0,Theater am Central,0,0,1956_195709/07/1956Victoria,1956-09-07,19,False,1,False
472,1956_1957,09/08/1956,Gier unter Ulmen,"O'Neill, Eugene","Hirschfeld, Kurt",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1956_195709/08/1956Gier unter Ulmen,1956-09-08,19,False,2,False
473,1956_1957,09/13/1956,König Hirsch,"Zoff, Otto","Lindtberg, Leopold","Langnese, Rolf","Otto, Teo","Otto, Teo","Schoop, Trudi",Grosse Bühne,Erstaufführung,0,1956_195709/13/1956König Hirsch,1956-09-13,19,False,3,False
474,1956_1957,09/20/1956,Der Regenmacher,"Nash, N. Richard","Streibing, Karlheinz",0,"Meyer, Hannes",0,0,Grosse Bühne,0,0,1956_195709/20/1956Der Regenmacher,1956-09-20,19,False,4,False
475,1956_1957,10/11/1956,Das Tagebuch der Anne Frank,"Goodrich, Frances; Hackett, Albert","Wälterlin, Oskar",0,"Meyer, Hannes",0,0,Grosse Bühne,Schweizerische Erstaufführung,0,1956_195710/11/1956Das Tagebuch der Anne Frank,1956-10-11,19,False,5,False
476,1956_1957,10/15/1956,Jean,"Bus-Fekete, Ladislaus","Jaray, Hans",0,0,0,0,Theater am Central,0,0,1956_195710/15/1956Jean,1956-10-15,19,False,6,False
477,1956_1957,10/25/1956,Blick von der Brücke,"Miller, Arthur","Leutner, Gert Omar",0,"Meyer, Hannes",0,0,Grosse Bühne,0,0,1956_195710/25/1956Blick von der Brücke,1956-10-25,19,False,7,False
478,1956_1957,11/15/1956,Das Wintermärchen,"Shakespeare, William","Lindtberg, Leopold","Fry, Christopher","Otto, Teo",0,0,Grosse Bühne,0,0,1956_195711/15/1956Das Wintermärchen,1956-11-15,19,False,8,False
479,1956_1957,11/16/1956,Die erste Frau Selby,"St. John, Ervine","Schoenhals, Albrecht",0,"Krumenacher, Fritz",0,0,Theater am Central,0,0,1956_195711/16/1956Die erste Frau Selby,1956-11-16,19,False,9,False
480,1956_1957,12/06/1956,Der leere Stuhl,"Ustinov, Peter","Kraut, Werner",0,"Meyer, Hannes",0,0,Grosse Bühne,Deutschsprachige Erstaufführung,0,1956_195712/06/1956Der leere Stuhl,1956-12-06,19,False,10,False
481,1956_1957,12/14/1956,Requiem für eine Nonne,"Faulkner, William","Lindtberg, Leopold",0,"Otto, Teo",0,0,Grosse Bühne,Wiederaufnahme,0,1956_195712/14/1956Requiem für eine Nonne,1956-12-14,19,False,11,False
482,1956_1957,12/26/1956,Eine Frau ohne Bedeutung,"Wilde, Oscar","Cella, Ettore",0,"Röthlisberger, Max",0,0,Theater am Central,0,0,1956_195712/26/1956Eine Frau ohne Bedeutung,1956-12-26,19,False,12,False
483,1956_1957,12/31/1956,Perichole,"Offenbach, Jacques","Wälterlin, Oskar",0,"Otto, Teo",0,"Bosier, Roy",Grosse Bühne,0,Silvesterpremière,1956_195712/31/1956Perichole,1956-12-31,19,False,13,True
484,1956_1957,01/17/1957,Rose Bernd,"Hauptmann, Gerhart","Hirschfeld, Kurt",0,"Meyer, Hannes",0,0,Grosse Bühne,0,0,1956_195701/17/1957Rose Bernd,1957-01-17,19,False,14,False
485,1956_1957,01/25/1957,Bezaubernde Julia,"Sauvajon, Marc-Gilbert","Biberti, Leopold",0,"Krumenacher, Fritz",0,0,Theater am Central,0,0,1956_195701/25/1957Bezaubernde Julia,1957-01-25,19,False,15,False
486,1956_1957,02/02/1957,Wilhelm Tell,"Schiller, Friedrich von","Wälterlin, Oskar",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1956_195702/02/1957Wilhelm Tell,1957-02-02,19,False,16,False
487,1956_1957,02/28/1957,Amerika,"Kafka, Franz; Brod, Max","Steckel, Leonard","Langnese, Rolf","Otto, Teo",0,0,Grosse Bühne,Uraufführung,0,1956_195702/28/1957Amerika,1957-02-28,19,False,17,False
488,1956_1957,03/01/1957,Mrs. Cheneys Ende.,"Lonsdale, Frederick","Schmieder, Christian",0,0,0,0,Theater am Central,0,0,1956_195703/01/1957Mrs. Cheneys Ende.,1957-03-01,19,False,18,False
489,1956_1957,03/21/1957,Die Heiratskomödie,"Gogol, Nikolai","Hübner, Bruno",0,"Hallegger, Kurt",0,0,Grosse Bühne,0,0,1956_195703/21/1957Die Heiratskomödie,1957-03-21,19,False,19,False
490,1956_1957,04/04/1957,Junger Mann für Jennifer,"Home, William Douglas","Rake, Joachim",0,0,0,0,Theater am Central,0,0,1956_195704/04/1957Junger Mann für Jennifer,1957-04-04,19,False,20,False
491,1956_1957,04/11/1957,Die Ehe des Herrn Mississipi,"Dürrenmatt, Friedrich","Lindtberg, Leopold","Langnese, Rolf","Zimmermann, Jörg",0,0,Grosse Bühne,Erstaufführung der Neufassung,0,1956_195704/11/1957Die Ehe des Herrn Mississipi,1957-04-11,19,False,21,False
492,1956_1957,04/27/1957,Rosmersholm,"Ibsen, Henrik","Wälterlin, Oskar",0,"Butz, Fritz",0,0,Grosse Bühne,0,0,1956_195704/27/1957Rosmersholm,1957-04-27,19,False,22,False
493,1956_1957,05/08/1957,Der Mustergatte,"Hopwood, Avery","Litten, Rainer",0,0,0,0,Theater am Central,0,0,1956_195705/08/1957Der Mustergatte,1957-05-08,19,False,23,False
494,1956_1957,05/16/1957,Die Unsterbliche,"Giraudoux, Jean","Moszkowicz, Imo",0,"Meyer, Hannes",0,0,Grosse Bühne,Uraufführung,0,1956_195705/16/1957Die Unsterbliche,1957-05-16,19,False,24,False
495,1956_1957,06/05/1957,Don Carlos,"Schiller, Friedrich von","Wälterlin, Oskar",0,"Otto, Teo","Bardet, Charles",0,Grosse Bühne,0,Im Rahmen der Juni-Festwochen Zürich,1956_195706/05/1957Don Carlos,1957-06-05,19,False,25,False
496,1956_1957,06/27/1957,Die Alkestiade; Die beschwipsten Schwestern,"Wilder, Thornton","Lindtberg, Leopold","Langnese, Rolf","Otto, Teo","Schmid, Elisabeth",0,Grosse Bühne,Deutschsprachige Erstaufführung,Im Rahmen der Juni-Festwochen Zürich,1956_195706/27/1957Die Alkestiade; Die beschwipsten Schwestern,1957-06-27,19,False,26,False
497,1957_1958,09/12/1957,Bettina oder Das ehrbare Mädchen,"Goldoni, Carlo","Steckel, Leonard","Langnese, Rolf","Otto, Teo",0,0,Grosse Bühne,Deutschsprachige Erstaufführung,0,1957_195809/12/1957Bettina oder Das ehrbare Mädchen,1957-09-12,20,False,0,False
498,1957_1958,09/14/1957,Der Arzt am Scheideweg,"Shaw, George Bernard","Schnitzler, Heinrich",0,"Gara, Zoltan",0,0,Grosse Bühne,0,0,1957_195809/14/1957Der Arzt am Scheideweg,1957-09-14,20,False,1,False
499,1957_1958,09/25/1957,"Simone, der Hummer und die Oelsardine.","Deval, Jacques","Kohlund, Erwin",0,"Krumenacher, Fritz",0,0,Theater am Central,0,0,"1957_195809/25/1957Simone, der Hummer und die Oelsardine.",1957-09-25,20,False,2,False
500,1957_1958,10/03/1957,Romeo und Julia,"Shakespeare, William","Wälterlin, Oskar","Langnese, Rolf","Otto, Teo",0,Boisier Roy,Grosse Bühne,0,0,1957_195810/03/1957Romeo und Julia,1957-10-03,20,False,3,False
501,1957_1958,10/04/1957,Die Alkestiade und die beschwipsten Schwestern,"Wilder, Thornton","Lindtberg, Leopold",0,"Otto, Teo",0,0,Grosse Bühne,Wiederaufnahme,0,1957_195810/04/1957Die Alkestiade und die beschwipsten Schwestern,1957-10-04,20,False,4,False
502,1957_1958,10/09/1957,Blick zurück im Zorn,"Osborne, John","Landsittel, Claus A.",0,"Bissegger, Peter",0,0,Grosse Bühne,0,0,1957_195810/09/1957Blick zurück im Zorn,1957-10-09,20,False,5,False
503,1957_1958,10/24/1957,Romulus der Grosse,"Dürrenmatt, Friedrich","Wälterlin, Oskar",0,"Otto, Teo",0,0,Grosse Bühne,Erstaufführung der Neufassung,0,1957_195810/24/1957Romulus der Grosse,1957-10-24,20,False,6,False
504,1957_1958,10/29/1957,Weekend,"Coward, Noël","Ammann, Lukas",0,"Krumenacher, Fritz",0,0,Theater am Central,0,0,1957_195810/29/1957Weekend,1957-10-29,20,False,7,False
505,1957_1958,11/03/1957,Don Carlos,"Schiller, Friedrich von","Wälterlin, Oskar",0,"Otto, Teo",0,0,Grosse Bühne,Wiederaufnahme,0,1957_195811/03/1957Don Carlos,1957-11-03,20,False,8,False
506,1957_1958,11/21/1957,Faust I,"Goethe, Johann Wolfgang von","Lindtberg, Leopold","Langnese, Rolf","Otto, Teo","Feuerbaum, Ranate; Otto, Teo","Macke, Hans",Grosse Bühne,0,0,1957_195811/21/1957Faust I,1957-11-21,20,False,9,False
507,1957_1958,11/28/1957,Tischlein deck dich,"Grimm, Gebrüder","Brunner, Kurt",0,"Schein, Wladimir",0,0,Theater am Central,0,0,1957_195811/28/1957Tischlein deck dich,1957-11-28,20,False,10,False
508,1957_1958,11/29/1957,Nora,"Ibsen, Henrik","Freitag, Robert",0,"Krumenacher, Fritz",0,0,Theater am Central,0,0,1957_195811/29/1957Nora,1957-11-29,20,False,11,False
509,1957_1958,12/12/1957,Und Pippa tanzt,"Hauptmann, Gerhart","Ginsberg, Ernst","Langnese, Rolf","Businger, Toni",0,0,Grosse Bühne,0,Aufführung anlässlich des 95. Geburtstags des Autors,1957_195812/12/1957Und Pippa tanzt,1957-12-12,20,False,12,False
510,1957_1958,12/26/1957,Geliebte Hexe,"Drutens, John van","Litten, Rainer",0,"Krumenacher, Fritz",0,0,Theater am Central,0,0,1957_195812/26/1957Geliebte Hexe,1957-12-26,20,False,13,False
511,1957_1958,12/31/1957,Die Pariserin,"Becque, Henri","Wälterlin, Oskar","Burkhard, Paul","Butz, Fritz","Butz, Fritz",0,Grosse Bühne,Uraufführung,0,1957_195812/31/1957Die Pariserin,1957-12-31,20,False,14,True
512,1957_1958,02/01/1958,König Richard III.,"Shakespeare, William","Lindtberg, Leopold","Langnese, Rolf","Otto, Teo",0,0,Grosse Bühne,0,0,1957_195802/01/1958König Richard III.,1958-02-01,20,False,15,False
513,1957_1958,02/13/1958,La Mamma,"Roussin, André","Cella, Ettore",0,"Krumenacher, Fritz",0,0,Theater am Central,0,0,1957_195802/13/1958La Mamma,1958-02-13,20,False,16,False
514,1957_1958,02/19/1958,Leonor (Balmaseda),"Clavel, Maurice","Wälterlin, Oskar",0,"Neher, Caspar",0,0,Grosse Bühne,Deutschsprachige Erstaufführung,0,1957_195802/19/1958Leonor (Balmaseda),1958-02-19,20,False,17,False
515,1957_1958,03/06/1958,Fast ein Poet (Touch of a Poet),"O'Neill, Eugene","Hirschfeld, Kurt",0,"Neher, Caspar",0,0,Grosse Bühne,Schweizerische Erstaufführung,0,1957_195803/06/1958Fast ein Poet (Touch of a Poet),1958-03-06,20,False,18,False
516,1957_1958,03/07/1958,Pünktchen und Anton,"Kästner, Erich","Schneider, Jörg","Kasics, Tibor","Rössler, Alfred",0,0,Theater am Central,0,0,1957_195803/07/1958Pünktchen und Anton,1958-03-07,20,False,19,False
517,1957_1958,03/14/1958,Monsieur Lambertier,"Verneuil, Louis","Biberti, Leopold",0,"Krumenacher, Fritz",0,0,Theater am Central,0,0,1957_195803/14/1958Monsieur Lambertier,1958-03-14,20,False,20,False
518,1957_1958,03/29/1958,Die grosse Wut des Philipp Hotz,"Frisch, Max","Wälterlin, Oskar",0,"Frisch, Max",0,0,Grosse Bühne,Uraufführung,0,1957_195803/29/1958Die grosse Wut des Philipp Hotz,1958-03-29,20,True,21,False
519,1957_1958,03/29/1958,Herr Biedermann und die Brandstifter,"Frisch, Max","Wälterlin, Oskar",0,"Frisch, Max",0,0,Grosse Bühne,Uraufführung,0,1957_195803/29/1958Herr Biedermann und die Brandstifter,1958-03-29,20,True,22,False
520,1957_1958,04/05/1958,Bestseller,"Thomas, Basil","Litten, Rainer",0,"Krumenacher, Fritz",0,0,Theater am Central,0,0,1957_195804/05/1958Bestseller,1958-04-05,20,False,23,False
521,1957_1958,04/12/1958,Dame Kobold,"Calderon de la Barca, Pedro","Wälterlin, Oskar",0,"Humm, Ambrosius",0,0,Grosse Bühne,0,0,1957_195804/12/1958Dame Kobold,1958-04-12,20,False,24,False
522,1957_1958,05/03/1958,Die Hose,"Sternheim, Carl","Hirschfeld, Kurt",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1957_195805/03/1958Die Hose,1958-05-03,20,False,25,False
523,1957_1958,05/07/1958,Die Unterrichtsstunde,"Ionesco, Eugène","Spörri, Reinhart",0,"Bissegger, Peter",0,0,Theater am Central,0,0,1957_195805/07/1958Die Unterrichtsstunde,1958-05-07,20,True,26,False
524,1957_1958,05/07/1958,Die kahle Sängerin,"Ionesco, Eugène","Spörri, Reinhart",0,"Bissegger, Peter",0,0,Theater am Central,0,0,1957_195805/07/1958Die kahle Sängerin,1958-05-07,20,True,27,False
525,1957_1958,05/29/1958,Amphitryon,"Kleist, Heinrich von","Wälterlin, Oskar",0,"Otto, Teo","Bardet, Charles",0,Grosse Bühne,0,Im Rahmen der Juni-Festwochen Zürich,1957_195805/29/1958Amphitryon,1958-05-29,20,False,28,False
526,1957_1958,06/21/1958,Die Lady mit der Lampe,"Attenhofer, Elsie","Streibing, Karlheinz",0,"Otto, Teo","Schmid, Elisabeth",0,Grosse Bühne,Uraufführung,0,1957_195806/21/1958Die Lady mit der Lampe,1958-06-21,20,False,29,False
527,1958_1959,09/13/1958,Julius Caesar,"Shakespeare, William","Wälterlin, Oskar","Langnese, Rolf","Otto, Teo","Karge, Christiane",0,Grosse Bühne,0,0,1958_195909/13/1958Julius Caesar,1958-09-13,21,False,0,False
528,1958_1959,09/18/1958,Der Spieler,"Regnard, Jean-François","Streibing, Karlheinz",0,"Businger, Toni","Businger, Toni",0,Grosse Bühne,0,0,1958_195909/18/1958Der Spieler,1958-09-18,21,False,1,False
529,1958_1959,09/25/1958,Epitaph für George Dillon,"Osborne, John; Creighton, Anthony","Lindtberg, Leopold",0,"Bissegger, Peter",0,0,Grosse Bühne,Deutschsprachige Erstaufführung,0,1958_195909/25/1958Epitaph für George Dillon,1958-09-25,21,False,2,False
530,1958_1959,10/09/1958,Kabale und Liebe,"Schiller, Friedrich von","Wälterlin, Oskar",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1958_195910/09/1958Kabale und Liebe,1958-10-09,21,False,3,False
531,1958_1959,11/01/1958,Marie und Robert,"Haller, Paul","Spörri, Reinhart",0,"Bissegger, Peter",0,0,Grosse Bühne,0,0,1958_195911/01/1958Marie und Robert,1958-11-01,21,False,4,False
532,1958_1959,11/08/1958,Faust II,"Goethe, Johann Wolfgang von","Lindtberg, Leopold","Langnese, Rolf","Otto, Teo","Otto, Teo; Altorfer, Eva","Bergeest, Karl",Grosse Bühne,0,0,1958_195911/08/1958Faust II,1958-11-08,21,False,5,False
533,1958_1959,12/11/1958,Der Turm,"Hofmannsthal, Hugo von","Wälterlin, Oskar",0,"Ludwig, Heinz",0,0,Grosse Bühne,0,0,1958_195912/11/1958Der Turm,1958-12-11,21,False,6,False
534,1958_1959,12/31/1958,Das Haus der Temperamente,"Nestroy, Johann Nepomuk","Manker, Gustav","Müller, Adolf","Manker, Gustav",0,0,Grosse Bühne,0,0,1958_195912/31/1958Das Haus der Temperamente,1958-12-31,21,False,7,True
535,1958_1959,01/17/1959,Geliebte Barbaren,"Richards, Lexford","Landsittel, Claus.A.",0,"Businger, Toni",0,0,Grosse Bühne,Deutschsprachige Erstaufführung,0,1958_195901/17/1959Geliebte Barbaren,1959-01-17,21,False,8,False
536,1958_1959,02/12/1959,Wir sind noch einmal davongekommen,"Wilder, Thornton","Streibing, Karlheinz",0,"Bissegger, Paul",0,0,Grosse Bühne,0,0,1958_195902/12/1959Wir sind noch einmal davongekommen,1959-02-12,21,False,9,False
537,1958_1959,03/19/1959,Frank V. - Oper einer Privatbank,"Dürrenmatt, Friedrich","Wälterlin, Oskar","Burkhard, Paul","Otto, Teo",0,0,Grosse Bühne,Uraufführung,0,1958_195903/19/1959Frank V. - Oper einer Privatbank,1959-03-19,21,False,10,False
538,1958_1959,04/02/1959,Jeder nach seiner Art,"Pirandello, Luigi","Löffler, Peter",0,"Businger, Toni",0,0,Grosse Bühne,Schweizerische Erstaufführung,0,1958_195904/02/1959Jeder nach seiner Art,1959-04-02,21,False,11,False
539,1958_1959,05/02/1959,Emilia Galotti,"Lessing, Gotthold Ephraim","Hirschfeld, Kurt",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1958_195905/02/1959Emilia Galotti,1959-05-02,21,False,12,False
540,1958_1959,05/16/1959,Amphitryon 38,"Giraudoux, Jean","Wälterlin, Oskar",0,"Bissegger, Peter",0,0,Grosse Bühne,0,0,1958_195905/16/1959Amphitryon 38,1959-05-16,21,False,13,False
541,1958_1959,06/13/1959,Maria Stuart,"Schiller, Friedrich von","Hirschfeld, Kurt",0,"Otto, Teo",0,0,Grosse Bühne,0,Im Rahmen der Zürcher Theaterwochen,1958_195906/13/1959Maria Stuart,1959-06-13,21,False,14,False
542,1958_1959,06/27/1959,Verlorener Sohn à la maison,"Scherrer, Gebhart","Wälterlin, Oskar",0,"Bissegger, Peter",0,0,Grosse Bühne,Uraufführung,0,1958_195906/27/1959Verlorener Sohn à la maison,1959-06-27,21,False,15,False
543,1959_1960,09/10/1959,"Weh dem, der lügt","Grillparzer, Franz","Wälterlin, Oskar",0,"Otto, Teo",0,0,Grosse Bühne,0,0,"1959_196009/10/1959Weh dem, der lügt",1959-09-10,22,False,0,False
544,1959_1960,09/12/1959,Phaedra,"Racine, Jean","Lothar, Ernst",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1959_196009/12/1959Phaedra,1959-09-12,22,False,1,False
545,1959_1960,09/14/1959,Verlorener Sohn à la maison,"Scherrer, Gebhart","Wälterlin, Oskar",0,"Bissegger, Peter",0,0,Grosse Bühne,Wiederaufnahme,0,1959_196009/14/1959Verlorener Sohn à la maison,1959-09-14,22,False,2,False
546,1959_1960,09/17/1959,Wallensteins Lager - Die Piccolomini,"Schiller, Friedrich von","Spörri, Reinhart","Harteck, Lutz","Bissegger, Peter",0,0,Grosse Bühne,0,0,1959_196009/17/1959Wallensteins Lager - Die Piccolomini,1959-09-17,22,False,3,False
547,1959_1960,10/10/1959,Ein Mond für die Beladenen,"O'Neill, Eugene","Hirschfeld, Kurt",0,"Businger, Toni",0,0,Grosse Bühne,0,0,1959_196010/10/1959Ein Mond für die Beladenen,1959-10-10,22,False,4,False
548,1959_1960,10/22/1959,Wallensteins Tod,"Schiller, Friedrich von","Spörri, Reinhart","Harteck, Lutz","Bissegger, Peter",0,0,Grosse Bühne,0,0,1959_196010/22/1959Wallensteins Tod,1959-10-22,22,False,5,False
549,1959_1960,11/12/1959,Die Besessenen,"Camus, Albert","Löffler, Peter",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1959_196011/12/1959Die Besessenen,1959-11-12,22,False,6,False
550,1959_1960,12/05/1959,Fannys erstes Stück,"Shaw, George Bernard","Hirschfeld, Kurt",0,"Humm, Ambrosius",0,0,Grosse Bühne,0,0,1959_196012/05/1959Fannys erstes Stück,1959-12-05,22,False,7,False
551,1959_1960,12/31/1959,Die kleine Niederdorf-Oper,"Lesch, Walter","Wälterlin, Oskar","Burkhard, Paul","Dünner, Hubert",0,0,Grosse Bühne,0,0,1959_196012/31/1959Die kleine Niederdorf-Oper,1959-12-31,22,False,8,True
552,1959_1960,01/06/1960,Das Lied der Lieder,"Giraudoux, Jean","Lindtberg, Leopold",0,"Butz, Fritz",0,0,Theater am Hechtplatz,0,0,1959_196001/06/1960Das Lied der Lieder,1960-01-06,22,True,9,False
553,1959_1960,01/06/1960,Der Apollo von Bellac,"Giraudoux, Jean","Lindtberg, Leopold",0,"Butz, Fritz",0,0,Theater am Hechtplatz,0,0,1959_196001/06/1960Der Apollo von Bellac,1960-01-06,22,True,10,False
554,1959_1960,01/09/1960,Wilhelm Tell,"Schiller, Friedrich von","Wälterlin, Oskar",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1959_196001/09/1960Wilhelm Tell,1960-01-09,22,False,11,False
555,1959_1960,01/21/1960,Das Ende vom Lied,"Hall, Willis","Spörri, Reinhart",0,"Bissegger, Peter",0,0,Grosse Bühne,Schweizerische Erstaufführung,0,1959_196001/21/1960Das Ende vom Lied,1960-01-21,22,False,12,False
556,1959_1960,02/13/1960,König Lear,"Shakespeare, William","Wälterlin, Oskar","Langnese, Rolf","Otto, Teo","Otto, Teo",0,Grosse Bühne,0,0,1959_196002/13/1960König Lear,1960-02-13,22,False,13,False
557,1959_1960,02/19/1960,Das Gemälde,"Ionesco, Eugène; Mortimer, John","Westphal, Gert",0,"Bissegger, Peter",0,0,Theater am Hechtplatz,0,0,1959_196002/19/1960Das Gemälde,1960-02-19,22,True,14,False
558,1959_1960,02/19/1960,Mittagspause,"Mortimer, John","Westphal, Gert",0,"Bissegger, Peter",0,0,Theater am Hechtplatz,0,0,1959_196002/19/1960Mittagspause,1960-02-19,22,True,15,False
559,1959_1960,02/20/1960,Maria Stuart,"Schiller, Friedrich von","Hirschfeld, Kurt",0,"Otto, Teo",0,0,Grosse Bühne,Wiederaufnahme,0,1959_196002/20/1960Maria Stuart,1960-02-20,22,False,16,False
560,1959_1960,03/05/1960,Maigret hat Zweifel,"Simenon, Georges","Wälterlin, Oskar",0,"Bissegger, Peter",0,0,Theater am Hechtplatz,Uraufführung,0,1959_196003/05/1960Maigret hat Zweifel,1960-03-05,22,False,17,False
561,1959_1960,03/10/1960,"Zwei rechts, zwei links","Wittlinger, Karl","Hirschfeld, Kurt",0,"Businger, Toni",0,0,Grosse Bühne,Uraufführung,0,"1959_196003/10/1960Zwei rechts, zwei links",1960-03-10,22,False,18,False
562,1959_1960,04/06/1960,Ein verdienter Staatsmann,"Eliot, Thomas Stearns","Hirschfeld, Kurt",0,"Otto, Teo",0,0,Theater am Hechtplatz,Schweizerische Erstaufführung,0,1959_196004/06/1960Ein verdienter Staatsmann,1960-04-06,22,False,19,False
563,1959_1960,04/07/1960,Der Revisor,"Gogol, Nikolai","Lindtberg, Leopold",0,"Bissegger, Peter",0,0,Grosse Bühne,0,0,1959_196004/07/1960Der Revisor,1960-04-07,22,False,20,False
564,1959_1960,04/16/1960,Mutter Courage und ihre Kinder,"Brecht, Bertolt","Lindtberg, Leopold","Dessau, Paul","Otto, Teo",0,0,Grosse Bühne,0,0,1959_196004/16/1960Mutter Courage und ihre Kinder,1960-04-16,22,False,21,False
565,1959_1960,04/30/1960,Mittagswende,"Claudel, Paul","Freitag, Robert",0,"Businger, Toni",0,0,Grosse Bühne,0,0,1959_196004/30/1960Mittagswende,1960-04-30,22,False,22,False
566,1959_1960,05/11/1960,Eine Handvoll Menschen,"Schwarz, Manfred","Löffler, Peter",0,"Businger, Toni",0,0,Theater am Hechtplatz,Uraufführung,0,1959_196005/11/1960Eine Handvoll Menschen,1960-05-11,22,False,23,False
567,1959_1960,05/19/1960,Die Nashörner,"Ionesco, Eugène","Streibing, Karlheinz",0,"Butz, Fritz",0,0,Grosse Bühne,0,0,1959_196005/19/1960Die Nashörner,1960-05-19,22,False,24,False
568,1959_1960,06/01/1960,Porzellan und Elefanten,"Feydeau, Georges","Regnier, Charles",0,"Bissegger, Peter",0,0,Theater am Hechtplatz,Schweizerische Erstaufführung,0,1959_196006/01/1960Porzellan und Elefanten,1960-06-01,22,True,25,False
569,1959_1960,06/01/1960,Herzliches Beileid,"Feydeau, Georges","Regnier, Charles",0,"Bissegger, Peter",0,0,Theater am Hechtplatz,Schweizerische Erstaufführung,Im Rahmen der Juni-Festwochen Zürich,1959_196006/01/1960Herzliches Beileid,1960-06-01,22,True,26,False
570,1959_1960,06/09/1960,Die Eingeschlossenen,"Sartre, Jean-Paul","Wälterlin, Oskar",0,"Butz, Fritz",0,0,Grosse Bühne,Schweizerische Erstaufführung,Im Rahmen der Juni-Festwochen Zürich,1959_196006/09/1960Die Eingeschlossenen,1960-06-09,22,False,27,False
571,1960_1961,09/08/1960,Macbeth,"Shakespeare, William","Lindtberg, Leopold","Langnese, Rolf","Otto, Teo",0,0,Grosse Bühne,0,0,1960_196109/08/1960Macbeth,1960-09-08,23,False,0,False
572,1960_1961,09/10/1960,Kolportage,"Kaiser, Georg","Streibing, Karlheinz",0,"Bissegger, Peter",0,0,Grosse Bühne,0,0,1960_196109/10/1960Kolportage,1960-09-10,23,False,1,False
573,1960_1961,09/15/1960,Mandragola,"Feiler, Max Christian","Wälterlin, Oskar",0,"Barth, Wolf",0,0,Grosse Bühne,Uraufführung,0,1960_196109/15/1960Mandragola,1960-09-15,23,False,2,False
574,1960_1961,09/22/1960,Schichtwechsel,"Loetscher, Hugo","Löffler, Peter",0,"Otto, Teo",0,0,Grosse Bühne,Uraufführung,0,1960_196109/22/1960Schichtwechsel,1960-09-22,23,False,3,False
575,1960_1961,10/08/1960,Der Snob,"Sternheim, Carl","HIrschfeld, Kurt",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1960_196110/08/1960Der Snob,1960-10-08,23,False,4,False
576,1960_1961,11/03/1960,Im Dickicht der Städte,"Brecht, Bertolt","Hirschfeld, Kurt",0,"Otto, Teo","Bisseger, Peter",0,Grosse Bühne,0,0,1960_196111/03/1960Im Dickicht der Städte,1960-11-03,23,False,5,False
