index,Spielzeit,Datum,Stück,Autor,Regie,Musik,Bühnenbild,Kostüme,Choreographie,Ortsvermerk,Aufführungsvermerk,SpeziellerAnlass,id,Tag,Nr_Spielzeit,DuplicateDate,Nr_Stück,Neujahr
577,1960_1961,11/24/1960,Ein Bruderzwist in Habsburg,"Grillparzer, Franz","Wälterlin, Oskar",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1960_196111/24/1960Ein Bruderzwist in Habsburg,1960-11-24,23,False,6,False
578,1960_1961,12/15/1960,"Schönes Weekend, Mr. Bennett","Watkyn, Arthur","Zeiser, Hanskarl",0,"Dünner, Hubert",0,0,Grosse Bühne,0,0,"1960_196112/15/1960Schönes Weekend, Mr. Bennett",1960-12-15,23,False,7,False
579,1960_1961,12/31/1960,Die kluge Närrin,"Lope de Vega, Félix","Ginsberg, Ernst","Lothar, Mark","Waltz, Johannes","Urbancic, Elisabeth",0,Grosse Bühne,0,0,1960_196112/31/1960Die kluge Närrin,1960-12-31,23,False,8,True
580,1960_1961,01/04/1961,Kennen Sie die Milchstrasse,"Wittlinger, Karl","Wittlinger, Karl",0,0,0,0,Theater am Hechtplatz,0,0,1960_196101/04/1961Kennen Sie die Milchstrasse,1961-01-04,23,False,9,False
581,1960_1961,01/21/1961,Mutter Courage und ihre Kinder,"Brecht, Bertolt","Lindtberg, Leopold",0,"Otto, Teo",0,0,Grosse Bühne,Wiederaufnahme,0,1960_196101/21/1961Mutter Courage und ihre Kinder,1961-01-21,23,False,10,False
582,1960_1961,01/31/1961,Viola (Nina),"Roussin, André","Westphal, Gert",0,"Bissegger, Peter",0,0,Theater am Hechtplatz,0,0,1960_196101/31/1961Viola (Nina),1961-01-31,23,False,11,False
583,1960_1961,02/11/1961,Götz von Berlichingen,"Goethe, Johann Wolfgang von","Wälterlin, Oskar","Langnese, Rolf","Otto, Teo","Bisseger, Peter",0,Grosse Bühne,0,0,1960_196102/11/1961Götz von Berlichingen,1961-02-11,23,False,12,False
584,1960_1961,02/23/1961,Ein Schloss in Schweden,"Sagan, Françoise","Löffler, Peter",0,"Bissegger, Peter",0,0,Grosse Bühne,Deutschsprachige Erstaufführung,0,1960_196102/23/1961Ein Schloss in Schweden,1961-02-23,23,False,13,False
585,1960_1961,03/11/1961,Nach Damaskus,"Strindberg, August","Freitag, Robert","Langnese, Rolf","Dalvit, Oskar",0,0,Grosse Bühne,0,0,1960_196103/11/1961Nach Damaskus,1961-03-11,23,False,14,False
586,1960_1961,03/23/1961,"Es ist nicht einfach, jung zu sein!","Kingston, Jeremy","Zeiser, Hanskarl",0,"Dünner, Hubert",0,0,Theater am Hechtplatz,0,0,"1960_196103/23/1961Es ist nicht einfach, jung zu sein!",1961-03-23,23,False,15,False
587,1960_1961,04/01/1961,Maikäfer-Komödie,"Widmann, Josef Viktor","Wälterlin, Oskar","Langnese, Rolf","Otto, Teo","Bardet, Charles",0,Grosse Bühne,0,0,1960_196104/01/1961Maikäfer-Komödie,1961-04-01,23,False,16,False
588,1960_1961,04/15/1961,In seinem Garten liebt Don Perlimplín Belisa,"Lorca, Federico Garcia","Spörri, Reinhart","Langnese, Rolf","Bissegger, Peter","Bissegger, Peter",0,Grosse Bühne,0,0,1960_196104/15/1961In seinem Garten liebt Don Perlimplín Belisa,1961-04-15,23,True,17,False
589,1960_1961,04/15/1961,Die wundersame Schustersfrau,"Lorca, Federico Garcia","Spörri, Reinhart","Langnese, Rolf","Bissegger, Peter",0,0,0,0,0,1960_196104/15/1961Die wundersame Schustersfrau,1961-04-15,23,True,18,False
590,1960_1961,05/06/1961,Vom Teufel geholt,"Hamsun, Knut","Lindtberg, Leopold","Langnese, Rolf","Neher, Caspar",0,0,Grosse Bühne,0,0,1960_196105/06/1961Vom Teufel geholt,1961-05-06,23,False,19,False
591,1960_1961,06/01/1961,Fuhrmann Henschel,"Hauptmann, Gerhart","Hirschfeld, Kurt",0,"Otto, Teo",0,0,Grosse Bühne,0,Im Rahmen der Juni-Festwochen Zürich,1960_196106/01/1961Fuhrmann Henschel,1961-06-01,23,False,20,False
592,1961_1962,09/07/1961,Hamlet,"Shakespeare, William","Lindtberg, Leopold","Langnese, Rolf","Otto, Teo",0,0,Grosse Bühne,0,0,1961_196209/07/1961Hamlet,1961-09-07,24,False,0,False
593,1961_1962,09/09/1961,Candida,"Shaw, George Bernard","Horwitz, Kurt",0,"Bissegger, Peter",0,0,Grosse Bühne,0,0,1961_196209/09/1961Candida,1961-09-09,24,False,1,False
594,1961_1962,09/14/1961,Wege zu Rahel,"Wechsler, David","Westphal, Gert",0,"Abegglen, Anne",0,0,Grosse Bühne,Uraufführung,0,1961_196209/14/1961Wege zu Rahel,1961-09-14,24,False,2,False
595,1961_1962,09/16/1961,Die Reise,"Schehadé, Georges","Spörri, Reinhart","Langnese, Rolf","Bissegger, Peter",0,0,Grosse Bühne,Schweizerische Erstaufführung,0,1961_196209/16/1961Die Reise,1961-09-16,24,False,3,False
596,1961_1962,10/07/1961,Miss Sara Sampson,"Lessing, Gotthold Ephraim","Kenter, Heinz Dietrich",0,"Businger, Toni",0,0,Grosse Bühne,0,0,1961_196210/07/1961Miss Sara Sampson,1961-10-07,24,False,4,False
597,1961_1962,11/02/1961,Andorra,"Frisch, Max","Hirschfeld, Kurt",0,"Otto, Teo",0,0,Grosse Bühne,Uraufführung,0,1961_196211/02/1961Andorra,1961-11-02,24,False,5,False
598,1961_1962,11/29/1961,Caligula,"Camus, Albert","Düggelin, Werner","Schönbach, Dieter","Zimmermann, Jörg","Zimmermann, Jörg",0,Grosse Bühne,0,0,1961_196211/29/1961Caligula,1961-11-29,24,False,6,False
599,1961_1962,12/14/1961,Nora oder Ein Puppenheim,"Ibsen, Henrik","Löffler, Peter",0,"Businger, Toni",0,0,Grosse Bühne,0,0,1961_196212/14/1961Nora oder Ein Puppenheim,1961-12-14,24,False,7,False
600,1961_1962,12/31/1961,Einen Jux will er sich machen,"Nestroy, Johann Nepomuk","Lindtberg, Leopold","Müller, Adolf; Steinbrecher, Alexander","Otto, Teo",0,0,Grosse Bühne,0,0,1961_196212/31/1961Einen Jux will er sich machen,1961-12-31,24,False,8,True
601,1961_1962,01/10/1962,Wilhelm Tell,"Schiller, Friedrich von","Löffler, Peter",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1961_196201/10/1962Wilhelm Tell,1962-01-10,24,False,9,False
602,1961_1962,01/26/1962,Der Schwierige,"Hofmannsthal, Hugo von","Lothar, Ernst",0,"Niedermoser, Gaby",0,0,Grosse Bühne,0,0,1961_196201/26/1962Der Schwierige,1962-01-26,24,False,10,False
603,1961_1962,02/21/1962,Die Physiker,"Dürrenmatt, Friedrich","Horwitz, Kurt",0,"Otto, Teo",0,0,Grosse Bühne,Uraufführung,0,1961_196202/21/1962Die Physiker,1962-02-21,24,False,11,False
604,1961_1962,03/15/1962,Iphigenie auf Tauris,"Goethe, Johann Wolfgang von","Westphal, Gert",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1961_196203/15/1962Iphigenie auf Tauris,1962-03-15,24,False,12,False
605,1961_1962,04/05/1962,Der Diener zweier Herren,"Goldoni, Carlo","Tausig, Otto","Füssl, Karl Heinz","Dünner, Hubert",0,0,Grosse Bühne,0,0,1961_196204/05/1962Der Diener zweier Herren,1962-04-05,24,False,13,False
606,1961_1962,05/30/1962,Lulu,"Wedekind, Frank","Hirschfeld, Kurt","Langnese, Rolf","Otto, Teo","Otto, Theo; Tschunko, Maxi",0,Grosse Bühne,0,Im Rahmen der Juni-Festwochen,1961_196205/30/1962Lulu,1962-05-30,24,False,14,False
607,1962_1963,09/06/1962,Ein Sommernachtstraum,"Shakespeare, William","Lindtberg, Leopold","Lemaire, Cor","Otto, Teo",0,"Mol, Albert",Grosse Bühne,0,0,1962_196309/06/1962Ein Sommernachtstraum,1962-09-06,25,False,0,False
608,1962_1963,09/08/1962,Becket oder Die Ehre Gottes,"Anouilh, Jean","Spörri, Reinhart","Langnese, Rolf","Bissegger, Peter",0,0,Grosse Bühne,0,0,1962_196309/08/1962Becket oder Die Ehre Gottes,1962-09-08,25,False,1,False
609,1962_1963,09/13/1962,Endspurt,"Ustinov, Peter","Tausig, Otto",0,"Abegglen, Anne",0,0,Grosse Bühne,Schweizerische Erstaufführung,0,1962_196309/13/1962Endspurt,1962-09-13,25,False,2,False
610,1962_1963,10/11/1962,Willkommen in Altamont,"Wolfe, Thomas","Lindtberg, Leopold",0,"Otto, Teo","Abegglen, Anne","Macke, Hans",Grosse Bühne,Deutschsprachige Erstaufführung,0,1962_196310/11/1962Willkommen in Altamont,1962-10-11,25,False,3,False
611,1962_1963,10/27/1962,Totentanz,"Strindberg, August","Henn, Walter",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1962_196310/27/1962Totentanz,1962-10-27,25,False,4,False
612,1962_1963,11/15/1962,Wilhelm Tell,"Schiller, Friedrich von","Löffler, Peter",0,"Businger, Toni","Businger, Toni",0,Grosse Bühne,0,0,1962_196311/15/1962Wilhelm Tell,1962-11-15,25,False,5,False
613,1962_1963,11/30/1962,Der Unbestechliche,"Hofmannsthal, Hugo von","Lothar, Ernst",0,"Niedermoser, Otto","Kniepert, Erni",0,Grosse Bühne,0,0,1962_196311/30/1962Der Unbestechliche,1962-11-30,25,False,6,False
614,1962_1963,12/20/1962,Andorra,"Frisch, Max","Hirschfeld, Kurt",0,"Otto, Teo",0,0,Grosse Bühne,Wiederaufnahme,0,1962_196312/20/1962Andorra,1962-12-20,25,False,7,False
615,1962_1963,12/31/1962,Die Dame mit der Brille,"Gilbert, Robert; Suter, Karl","Suter, Karl","Burkhard, Paul","Monnerat, Pierre",0,0,Grosse Bühne,Uraufführung,0,1962_196312/31/1962Die Dame mit der Brille,1962-12-31,25,False,8,True
616,1962_1963,01/31/1963,Die Pariser Komödie (Lily Dafon),"Saroyan, William","Düggelin, Werner",0,"Butz, Fritz",0,0,Grosse Bühne,0,0,1962_196301/31/1963Die Pariser Komödie (Lily Dafon),1963-01-31,25,False,9,False
617,1962_1963,02/14/1963,Maria Magdalena,"Hebbel, Friedrich","Hirschfeld, Kurt",0,"Dünner, Hubert",0,0,Grosse Bühne,0,0,1962_196302/14/1963Maria Magdalena,1963-02-14,25,False,10,False
618,1962_1963,03/20/1963,Herkules und der Stall des Augias,"Dürrenmatt, Friedrich","Steckel, Leonard","Langnese, Rolf","Otto, Teo","Otto, Teo",0,Grosse Bühne,Uraufführung,0,1962_196303/20/1963Herkules und der Stall des Augias,1963-03-20,25,False,11,False
619,1962_1963,04/13/1963,Torquato Tasso,"Goethe, Johann Wolfgang von","Hirschfeld, Kurt",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1962_196304/13/1963Torquato Tasso,1963-04-13,25,False,12,False
620,1962_1963,05/02/1963,Eiche und Angora,"Walser, Martin","Suter, Karl",0,"Abegglen, Anne",0,0,Grosse Bühne,Schweizerische Erstaufführung,0,1962_196305/02/1963Eiche und Angora,1963-05-02,25,False,13,False
621,1962_1963,06/01/1963,Eine Dummheit macht auch der Gescheiteste,"Ostrowskij, Alexander N.","Henniger, Rolf",0,"Businger, Toni","Businger, Toni",0,Grosse Bühne,0,Im Rahmen der Juni-Festwochen Zürich,1962_196306/01/1963Eine Dummheit macht auch der Gescheiteste,1963-06-01,25,False,14,False
622,1963_1964,09/07/1963,Nathan der Weise,"Lessing, Gotthold Ephraim","Hirschfeld, Kurt",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1963_196409/07/1963Nathan der Weise,1963-09-07,26,False,0,False
623,1963_1964,09/12/1963,Streng geheim,"Watkyn, Arthur","Tausig, Otto",0,"Dünner, Hubert",0,0,Grosse Bühne,0,0,1963_196409/12/1963Streng geheim,1963-09-12,26,False,1,False
624,1963_1964,09/19/1963,Die Geier,"Troller, Urs","Düggelin, Werner","Langnese, Rolf","Zimmermann, Jörg","Zimmermann, Jörg",0,Grosse Bühne,Uraufführung,0,1963_196409/19/1963Die Geier,1963-09-19,26,False,2,False
625,1963_1964,09/28/1963,Medea,"Grillparzer, Franz","Lindtberg, Leopold",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1963_196409/28/1963Medea,1963-09-28,26,False,3,False
626,1963_1964,10/19/1963,Sonnenuntergang,"Babel, Isaak","Düggelin, Werner","Langnese, Rolf","Zimmermann, Jörg",0,0,Grosse Bühne,Deutschsprachige Erstaufführung,0,1963_196410/19/1963Sonnenuntergang,1963-10-19,26,False,4,False
627,1963_1964,11/09/1963,An der Grenze,"Mühlethaler, Hans","Suter, Karl","Langnese, Rolf","Butz, Fritz",0,0,Grosse Bühne,Uraufführung,0,1963_196411/09/1963An der Grenze,1963-11-09,26,True,5,False
628,1963_1964,11/09/1963,Besuche,"Brun, Georg","Suter, Karl","Langnese, Rolf","Butz, Fritz",0,0,Grosse Bühne,Uraufführung,0,1963_196411/09/1963Besuche,1963-11-09,26,True,6,False
629,1963_1964,11/28/1963,Der König stirbt,"Ionesco, Eugène","Hirschfeld, Kurt",0,"Otto, Teo",0,0,Grosse Bühne,Schweizerische Erstaufführung,0,1963_196411/28/1963Der König stirbt,1963-11-28,26,False,7,False
630,1963_1964,12/05/1963,Hier oder anderswo,"Pinget, Robert","Westphal, Gert",0,"Businger, Toni",0,0,Grosse Bühne,Uraufführung,0,1963_196412/05/1963Hier oder anderswo,1963-12-05,26,False,8,False
631,1963_1964,12/31/1963,Die Dame vom Maxim,"Feydeau, Georges","Düggelin, Werner","Langnese, Rolf","Butz, Fritz",0,"Macke, Hans",Grosse Bühne,0,0,1963_196412/31/1963Die Dame vom Maxim,1963-12-31,26,False,9,True
632,1963_1964,01/22/1964,Tschin-Tschin (Auf Ihr Wohl),"Billetdoux, François","Raek, Kurt",0,"Weiffenbach, Klaus",0,0,Grosse Bühne,0,0,1963_196401/22/1964Tschin-Tschin (Auf Ihr Wohl),1964-01-22,26,False,10,False
633,1963_1964,02/06/1964,König Heinrich IV,"Shakespeare, William","Lindtberg, Leopold","Kasics, Tibor","Otto, Teo",0,0,Grosse Bühne,0,0,1963_196402/06/1964König Heinrich IV,1964-02-06,26,False,11,False
634,1963_1964,03/05/1964,Der Geizige,"Molière, Jean Baptiste","Müller, Hans-Reinhard","Boismortier, Jean Baptiste de","Otto, Teo",0,0,Grosse Bühne,0,0,1963_196403/05/1964Der Geizige,1964-03-05,26,False,12,False
635,1963_1964,03/14/1964,Der grosse Gott Brown,"O'Neill, Eugene","Henniger, Rolf",0,"Businger, Toni",0,0,Grosse Bühne,0,0,1963_196403/14/1964Der grosse Gott Brown,1964-03-14,26,False,13,False
636,1963_1964,04/09/1964,Heiraten ist immer ein Risiko,"O'Hara, Saul","Wessely, Rudolf",0,"Businger, Toni","Businger, Toni",0,Grosse Bühne,0,0,1963_196404/09/1964Heiraten ist immer ein Risiko,1964-04-09,26,False,14,False
637,1963_1964,04/30/1964,Geschichten aus dem Wienerwald,"Horvath, Ödön von","Kehlmann, Michael","Langnese, Rolf","Otto, Teo",0,0,Grosse Bühne,0,0,1963_196404/30/1964Geschichten aus dem Wienerwald,1964-04-30,26,False,15,False
638,1963_1964,05/31/1964,Don Juan oder Die Liebe zur Geometrie,"Frisch, Max","Hirschfeld, Kurt",0,"Otto, Teo","Otto, Teo",0,Grosse Bühne,0,Im Rahmen der Juni-Festwochen Zürich,1963_196405/31/1964Don Juan oder Die Liebe zur Geometrie,1964-05-31,26,False,16,False
639,1963_1964,07/02/1964,Der Sturm,"Shakespeare, William","Henniger, Rolf","Langnese, Rolf","Zimmermann, Jörg",0,0,Grosse Bühne,0,Im Rahmen der Juni-Festwochen Zürich,1963_196407/02/1964Der Sturm,1964-07-02,26,False,17,False
640,1964_1965,09/12/1964,Der Sturm,"Shakespeare, William","Henniger, Rolf",0,"Zimmermann, Jörg",0,0,Grosse Bühne,Wiederaufnahme,0,1964_196509/12/1964Der Sturm,1964-09-12,27,False,0,False
641,1964_1965,09/17/1964,Die Räuber,"Schiller, Friedrich von","Düggelin, Werner",0,"Businger, Toni",0,0,Grosse Bühne,0,0,1964_196509/17/1964Die Räuber,1964-09-17,27,False,1,False
642,1964_1965,09/24/1964,Der Lügner und die Nonne,"Goetz, Curt","Westphal, Gert",0,"Businger, Toni",0,0,Grosse Bühne,0,0,1964_196509/24/1964Der Lügner und die Nonne,1964-09-24,27,False,2,False
643,1964_1965,10/22/1964,Elektra,"Giraudoux, Jean","Lindtberg, Leopold","Baumann, Herbert","Neher, Caspar",0,0,Grosse Bühne,0,0,1964_196510/22/1964Elektra,1964-10-22,27,False,3,False
644,1964_1965,11/18/1964,Das Leben des Horace A. W. Tabor,"Zuckmayer, Carl","Düggelin, Werner","Langnese, Rolf","Rose, Jürgen",0,0,Grosse Bühne,Uraufführung,0,1964_196511/18/1964Das Leben des Horace A. W. Tabor,1964-11-18,27,False,4,False
645,1964_1965,12/05/1964,In der Sache J. Robert Oppenheimer,"Kipphardt, Heinar","Löffler, Peter",0,"Dünner, Hubert",0,0,Grosse Bühne,0,0,1964_196512/05/1964In der Sache J. Robert Oppenheimer,1964-12-05,27,False,5,False
646,1964_1965,12/31/1964,"Die Träume von Schale und Kern oder Müller, Kohlenbrenner und Sesselträger","Nestroy, Johann Nepomuk","Neuberg, Erich","Felitzsch, Karl von","Butz, Fritz",0,0,Grosse Bühne,0,0,"1964_196512/31/1964Die Träume von Schale und Kern oder Müller, Kohlenbrenner und Sesselträger",1964-12-31,27,False,6,True
647,1964_1965,02/10/1965,Der kaukasische Kreidekreis,"Brecht, Bertolt","Lindtberg, Leopold","Dessau, Paul","Otto, Teo",0,0,Grosse Bühne,0,0,1964_196502/10/1965Der kaukasische Kreidekreis,1965-02-10,27,False,7,False
648,1964_1965,02/27/1965,Elio oder Eine fröhliche Gesellschaft,"Walter, Otto F.","Düggelin, Werner",0,"Butz, Fritz",0,0,Grosse Bühne,Uraufführung,0,1964_196502/27/1965Elio oder Eine fröhliche Gesellschaft,1965-02-27,27,False,8,False
649,1964_1965,03/13/1965,Tartuffe,"Molière, Jean Baptiste","Klingenberg, Gerhard","Langnese, Rolf","Otto, Teo","Walbeck, Günter",0,Grosse Bühne,0,0,1964_196503/13/1965Tartuffe,1965-03-13,27,False,9,False
650,1964_1965,04/01/1965,Nach dem Sündenfall,"Miller, Arthur","Dieterle, William","Langnese, Rolf","Otto, Teo",0,0,Grosse Bühne,0,0,1964_196504/01/1965Nach dem Sündenfall,1965-04-01,27,False,10,False
651,1964_1965,04/29/1965,Judith,"Hebbel, Friedrich","Henniger, Rolf",0,"Businger, Toni","Businger, Toni",0,Grosse Bühne,0,0,1964_196504/29/1965Judith,1965-04-29,27,False,11,False
652,1964_1965,06/03/1965,"Scherz, Satire, Ironie und tiefere Bedeutung","Grabbe, Christian Dietrich","Henniger, Rolf",0,"Businger, Toni","Businger, Toni",0,Grosse Bühne,0,Im Rahmen der Juni-Festwochen Zürich,"1964_196506/03/1965Scherz, Satire, Ironie und tiefere Bedeutung",1965-06-03,27,False,12,False
653,1965_1966,09/10/1965,Die Ratten,"Hauptmann, Gerhart","Lindtberg, Leopold",0,"Otto, Teo","Walbeck, Günter",0,Grosse Bühne,0,0,1965_196609/10/1965Die Ratten,1965-09-10,28,False,0,False
654,1965_1966,09/15/1965,Minna von Barnhelm oder Das Soldatenglück,"Lessing, Gotthold Ephraim","Hampe, Michael",0,"Businger, Toni","Businger, Toni",0,Grosse Bühne,0,0,1965_196609/15/1965Minna von Barnhelm oder Das Soldatenglück,1965-09-15,28,False,1,False
655,1965_1966,09/23/1965,Der Himbeerpflücker,"Hochwälder, Fritz","Klingenberg, Gerhard",0,"Otto, Teo","Walbeck, Günter",0,Grosse Bühne,Uraufführung,0,1965_196609/23/1965Der Himbeerpflücker,1965-09-23,28,False,2,False
656,1965_1966,10/14/1965,Die Zimmerwirtin,"Audiberti, Jacques","Kraut, Werner","Langnese, Rolf","Butz, Fritz",0,0,Grosse Bühne,0,0,1965_196610/14/1965Die Zimmerwirtin,1965-10-14,28,False,3,False
657,1965_1966,11/11/1965,Die Katze auf dem heissen Blechdach,"Williams, Tennessee","Düggelin, Werner",0,"Walbeck, Günter","Walbeck, Günter",0,Grosse Bühne,0,0,1965_196611/11/1965Die Katze auf dem heissen Blechdach,1965-11-11,28,False,4,False
658,1965_1966,12/03/1965,Aias,Sophokles,"Lindtberg, Leopold",0,"Otto, Teo","Walbeck, Günter",0,Grosse Bühne,Uraufführung der Nachdichtung,0,1965_196612/03/1965Aias,1965-12-03,28,False,5,False
659,1965_1966,12/31/1965,Kümmere Dich um Amélie,"Feydeau, Georges","Düggelin, Werner",0,"Zimmermann, Jörg",0,0,Grosse Bühne,0,0,1965_196612/31/1965Kümmere Dich um Amélie,1965-12-31,28,False,6,True
660,1965_1966,01/20/1966,Der Meteor,"Dürrenmatt, Friedrich","Lindtberg, Leopold",0,"Otto, Teo",0,0,Grosse Bühne,Uraufführung,0,1965_196601/20/1966Der Meteor,1966-01-20,28,False,7,False
661,1965_1966,02/19/1966,Marius,"Pagnol, Marcel","Hampe, Michael",0,"Businger, Toni",0,0,Grosse Bühne,0,0,1965_196602/19/1966Marius,1966-02-19,28,False,8,False
662,1965_1966,02/23/1966,Tango,"Mrozek, Slawomir","Beck, Kurt",0,"Walbeck, Günter","Walbeck, Günter",0,Theater am Neumarkt,Schweizerische Erstaufführung,0,1965_196602/23/1966Tango,1966-02-23,28,False,9,False
663,1965_1966,03/19/1966,Othello. Der Mohr von Venedig,"Shakespeare, William","Lindtberg, Leopold",0,"Otto, Teo","Walbeck, Günter",0,Grosse Bühne,0,0,1965_196603/19/1966Othello. Der Mohr von Venedig,1966-03-19,28,False,10,False
664,1965_1966,04/15/1966,Haben,"Hay, Julius","Heyme, Hansgünther",0,"Bauer-Ecsy, Leni","Bauer-Ecsy, Leni",0,Grosse Bühne,0,0,1965_196604/15/1966Haben,1966-04-15,28,False,11,False
665,1965_1966,05/05/1966,Die Schule der Frauen,"Molière, Jean Baptiste","Hampe, Michael",0,"Butz, Fritz",0,0,Grosse Bühne,0,0,1965_196605/05/1966Die Schule der Frauen,1966-05-05,28,True,12,False
666,1965_1966,05/05/1966,Die Schule der Väter,"Anouilh, Jean","Lindtberg, Leopold","Langnese, Rolf","Butz, Fritz","Butz, Fritz",0,Grosse Bühne,0,0,1965_196605/05/1966Die Schule der Väter,1966-05-05,28,True,13,False
667,1965_1966,06/04/1966,Winzige Alice,"Albee, Edward","Everding, August",0,"Otto, Teo",0,0,Grosse Bühne,0,Im Rahmen der Juni-Festwochen Zürich,1965_196606/04/1966Winzige Alice,1966-06-04,28,False,14,False
668,1966_1967,09/09/1966,Was ihr wollt,"Shakespeare, William","Lindtberg, Leopold","Langnese, Rolf","Zimmermann, Jörg","Zimmermann, Jörg",0,Grosse Bühne,0,0,1966_196709/09/1966Was ihr wollt,1966-09-09,29,False,0,False
669,1966_1967,09/22/1966,Liebelei,"Schnitzler, Arthur","Glück, Wolfgang",0,"Otto, Teo","Walbeck, Günter",0,Grosse Bühne,0,0,1966_196709/22/1966Liebelei,1966-09-22,29,False,1,False
670,1966_1967,09/24/1966,Mann ist Mann,"Brecht, Bertolt","Hampe, Michael","Dessau, Paul","Otto, Teo","Walbeck, Günter",0,Grosse Bühne,0,0,1966_196709/24/1966Mann ist Mann,1966-09-24,29,False,2,False
671,1966_1967,10/22/1966,Durch die Wolken,"Billetdoux, François","Lindtberg, Leopold","Langnese, Rolf","Butz, Fritz","Butz, Fritz",0,Grosse Bühne,0,0,1966_196710/22/1966Durch die Wolken,1966-10-22,29,False,3,False
672,1966_1967,11/25/1966,Die Jagd nach der Sonne,"Shaffer, Peter","Düggelin, Werner","Wilkinson, Marc","Annals, Michael","Walbeck, Günter","Chagrin, Claude",Grosse Bühne,Deutschsprachige Erstaufführung,0,1966_196711/25/1966Die Jagd nach der Sonne,1966-11-25,29,False,4,False
673,1966_1967,12/31/1966,Der Unbesonnene oder Mehr Glück als Verstand,"Molière, Jean Baptiste","Lindtberg, Leopold","Langnese, Rolf","Businger, Toni","Businger, Toni","Macke, Hans",Grosse Bühne,0,0,1966_196712/31/1966Der Unbesonnene oder Mehr Glück als Verstand,1966-12-31,29,False,5,True
674,1966_1967,01/08/1967,Kranichtanz,"Zuckmayer, Carl","Lindtberg, Leopold",0,"Otto, Teo",0,0,0,Uraufführung,Aufführung anlässlich des 70. Geburtstags des Autors,1966_196701/08/1967Kranichtanz,1967-01-08,29,False,6,False
675,1966_1967,01/19/1967,Michael Kramer,"Hauptmann, Gerhart","Everding, August",0,"Otto, Teo",0,0,Grosse Bühne,0,0,1966_196701/19/1967Michael Kramer,1967-01-19,29,False,7,False
676,1966_1967,02/04/1967,Die fixe Idee,"Valéry, Paul","Regnier, Charles",0,"Walbeck, Günter",0,0,Theater am Neumarkt,Deutschsprachige Erstaufführung,0,1966_196702/04/1967Die fixe Idee,1967-02-04,29,False,8,False
677,1966_1967,02/09/1967,Der Richter von Zalamea,"Calderon de la Barca, Pedro","Klingenberg, Gerhard","Langnese, Rolf","Heinrich, Rudolf","Heinrich, Rudolf",0,Grosse Bühne,0,0,1966_196702/09/1967Der Richter von Zalamea,1967-02-09,29,False,9,False
678,1966_1967,03/16/1967,Die Wiedertäufer,"Dürrenmatt, Friedrich","Düggelin, Werner",0,"Heinrich, Rudolf; Otto,Teo","Heinrich, Rudolf",0,Grosse Bühne,Uraufführung,0,1966_196703/16/1967Die Wiedertäufer,1967-03-16,29,False,10,False
679,1966_1967,04/08/1967,Schwester George muss sterben,"Marcus, Frank","Moszkowicz, Imo",0,"Walbeck, Günter",0,0,Grosse Bühne,0,0,1966_196704/08/1967Schwester George muss sterben,1967-04-08,29,False,11,False
680,1966_1967,04/27/1967,Tolles Geld,"Ostrowskij, Alexander N.","Kraut, Werner",0,"Businger, Toni","Businger, Toni",0,Grosse Bühne,0,0,1966_196704/27/1967Tolles Geld,1967-04-27,29,False,12,False
681,1966_1967,06/01/1967,Der Balkon,"Genet, Jean","Düggelin, Werner",0,"Butz, Fritz",0,0,Grosse Bühne,Deutschsprachige Erstaufführung,Im Rahmen der Juni-Festwochen,1966_196706/01/1967Der Balkon,1967-06-01,29,False,13,False
682,1967_1968,09/07/1967,Orpheus steigt herab,"Williams, Tennessee","Düggelin, Werner",0,"Zimmermann, Jörg",0,0,Grosse Bühne,0,0,1967_196809/07/1967Orpheus steigt herab,1967-09-07,30,False,0,False
683,1967_1968,09/09/1967,Viel Lärm um nichts,"Shakespeare, William","Lindtberg, Leopold","Langnese, Rolf","Maximowna, Ita","Maximowna, Ita","Berger, Jaroslav",Grosse Bühne,0,0,1967_196809/09/1967Viel Lärm um nichts,1967-09-09,30,False,1,False
684,1967_1968,09/14/1967,Die Katze,"Walter, Otto F.","Ehrhardt, Kurt",0,"Butz, Fritz",0,0,Grosse Bühne,Uraufführung,0,1967_196809/14/1967Die Katze,1967-09-14,30,False,2,False
685,1967_1968,10/26/1967,Der Talisman,"Nestroy, Johann Nepomuk","Hampe, Michael","Müller, Adolf","Zimmermann, Jörg","Zimmermann, Jörg","Berger, Jaroslav",Grosse Bühne,0,0,1967_196810/26/1967Der Talisman,1967-10-26,30,False,3,False
686,1967_1968,11/02/1967,Die Heimkehr,"Pinter, Harold","Deltgen, René",0,"Butz, Fritz",0,0,Grosse Bühne,0,0,1967_196811/02/1967Die Heimkehr,1967-11-02,30,False,4,False
687,1967_1968,11/30/1967,Die Jungfrau von Orléans,"Schiller, Friedrich von","Lindtberg, Leopold","Spira, Rolf","Otto, Teo","Kniepert, Erni",0,Grosse Bühne,0,0,1967_196811/30/1967Die Jungfrau von Orléans,1967-11-30,30,False,5,False
